home_team,away_team,home_points,away_points,home_fpi_strengthofrecord,home_fpi_fpi,home_fpi_averagewinprobability,home_fpi_strengthofschedule,home_fpi_remainingstrengthofschedule,home_fpi_gamecontrol,home_fpi_overall,home_fpi_offense,home_fpi_defense,home_fpi_specialteams,away_fpi_strengthofrecord,away_fpi_fpi,away_fpi_averagewinprobability,away_fpi_strengthofschedule,away_fpi_remainingstrengthofschedule,away_fpi_gamecontrol,away_fpi_overall,away_fpi_offense,away_fpi_defense,away_fpi_specialteams,home_sp_year,home_sp_team,home_sp_conference,home_sp_rating,home_sp_ranking,home_sp_secondorderwins,home_sp_sos,home_sp_offense_ranking,home_sp_offense_rating,home_sp_defense_ranking,home_sp_defense_rating,home_sp_specialteams_rating,away_sp_year,away_sp_team,away_sp_conference,away_sp_rating,away_sp_ranking,away_sp_secondorderwins,away_sp_sos,away_sp_offense_ranking,away_sp_offense_rating,away_sp_defense_ranking,away_sp_defense_rating,away_sp_specialteams_rating
Rice,Texas Southern,69.0,7.0,110.0,104.0,89.0,100.0,,94.0,34.128,27.275,53.023,34.236,,,,,,,,,,,2024.0,Rice,American Athletic,-11.4,109.0,,,110.0,20.5,94.0,30.4,-1.4,,,,,,,,,,,,
Stanford,Cal Poly,41.0,7.0,95.0,90.0,119.0,17.0,,85.0,38.36,36.975,39.874,65.408,,,,,,,,,,,2024.0,Stanford,ACC,-8.2,101.0,,,90.0,24.4,112.0,34.1,1.5,,,,,,,,,,,,
Illinois,Kansas,23.0,17.0,22.0,45.0,39.0,32.0,,41.0,63.81,64.672,52.931,65.881,61.0,35.0,43.0,37.0,,23.0,66.926,75.105,52.224,46.186,2024.0,Illinois,Big Ten,9.6,31.0,,,55.0,29.0,26.0,20.9,1.5,2024.0,Kansas,Big 12,4.9,50.0,,,32.0,32.4,68.0,26.5,-1.0
Houston Christian,Tarleton State,18.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson State,Lane College,58.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Buffalo,38.0,0.0,19.0,20.0,51.0,28.0,,39.0,68.028,61.356,72.874,37.108,70.0,108.0,70.0,116.0,7.0,95.0,39.252,33.654,45.998,57.803,2024.0,Missouri,SEC,14.0,19.0,,,23.0,33.7,20.0,18.7,-1.0,2024.0,Buffalo,Mid-American,-4.0,87.0,,,84.0,25.4,93.0,30.2,0.8
Air Force,San José State,7.0,17.0,108.0,105.0,100.0,112.0,,115.0,29.604,30.957,41.263,34.945,80.0,89.0,65.0,117.0,11.0,84.0,42.709,44.903,47.684,35.133,2024.0,Air Force,Mountain West,-11.7,111.0,,,120.0,17.8,76.0,27.5,-2.0,2024.0,San José State,Mountain West,-5.5,92.0,,,73.0,26.1,90.0,30.1,-1.5
Arkansas State,Tulsa,28.0,24.0,71.0,115.0,96.0,98.0,,103.0,27.049,38.921,22.972,53.085,129.0,133.0,131.0,132.0,,125.0,10.676,13.203,19.054,46.728,2024.0,Arkansas State,Sun Belt,-9.9,104.0,,,87.0,24.6,119.0,35.2,0.7,2024.0,Tulsa,American Athletic,-20.6,128.0,,,105.0,21.2,129.0,40.3,-1.6
Davidson,Catawba,49.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern State,Prairie View A&M,31.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grambling,Tuskegee,37.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Miss,SE Louisiana,35.0,10.0,132.0,132.0,132.0,108.0,,125.0,11.99,12.972,20.399,54.495,,,,,,,,,,,2024.0,Southern Miss,Sun Belt,-25.6,133.0,,,130.0,14.4,128.0,39.4,-0.6,,,,,,,,,,,,
Coastal Carolina,William & Mary,40.0,21.0,97.0,94.0,81.0,120.0,,93.0,42.26,45.227,44.594,42.766,,,,,,,,,,,2024.0,Coastal Carolina,Sun Belt,-6.9,98.0,,,82.0,25.5,108.0,33.4,1.0,,,,,,,,,,,,
Eastern Washington,Drake,32.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama A&M,Kentucky State,49.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSU,Nicholls,44.0,21.0,17.0,17.0,49.0,10.0,,20.0,71.849,75.763,61.497,39.011,,,,,,,,,,,2024.0,LSU,SEC,15.9,15.0,,,11.0,36.8,33.0,21.7,0.8,,,,,,,,,,,,
North Texas,Stephen F. Austin,35.0,20.0,91.0,100.0,88.0,109.0,,99.0,39.308,51.932,32.261,46.927,,,,,,,,,,,2024.0,North Texas,American Athletic,-4.5,89.0,,,27.0,33.3,121.0,37.0,-0.8,,,,,,,,,,,,
NC State,Tennessee,10.0,51.0,66.0,65.0,91.0,51.0,,76.0,43.632,41.325,49.036,47.981,7.0,7.0,11.0,30.0,,9.0,83.706,67.16,87.119,52.677,2024.0,NC State,ACC,3.9,56.0,,,47.0,29.9,68.0,26.5,0.5,2024.0,Tennessee,SEC,22.0,9.0,,,23.0,33.7,6.0,13.5,1.7
Nebraska,Colorado,28.0,10.0,53.0,41.0,38.0,19.0,,25.0,64.984,58.011,69.664,41.381,26.0,19.0,34.0,73.0,,29.0,74.938,72.644,69.84,45.06,2024.0,Nebraska,Big Ten,5.5,45.0,,,99.0,23.1,12.0,15.8,-1.8,2024.0,Colorado,Big 12,8.1,39.0,,,27.0,33.3,45.0,23.5,-1.7
Vanderbilt,Alcorn State,55.0,0.0,40.0,39.0,75.0,8.0,,37.0,63.309,66.631,47.406,72.026,,,,,,,,,,,2024.0,Vanderbilt,SEC,4.9,50.0,,,60.0,28.2,59.0,25.4,2.0,,,,,,,,,,,,
Ohio State,Western Michigan,56.0,0.0,6.0,3.0,7.0,27.0,,5.0,87.333,80.443,83.601,49.523,103.0,111.0,87.0,77.0,5.0,104.0,37.661,53.267,24.968,62.263,2024.0,Ohio State,Big Ten,31.2,1.0,,,3.0,39.5,1.0,9.2,0.8,2024.0,Western Michigan,Mid-American,-10.2,105.0,,,86.0,24.7,120.0,36.0,1.1
Oklahoma,Houston,16.0,12.0,30.0,26.0,82.0,4.0,,30.0,65.083,38.944,80.167,57.918,79.0,82.0,117.0,41.0,,83.0,43.566,25.038,65.249,48.814,2024.0,Oklahoma,SEC,9.5,33.0,,,75.0,25.9,17.0,17.8,1.4,2024.0,Houston,Big 12,-8.2,101.0,,,118.0,18.1,54.0,24.5,-1.8
Rhodes College,Washington University (St. Louis),20.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwestern University,McMurry,24.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Colorado,Midwestern State,38.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clemson,App State,66.0,20.0,21.0,15.0,9.0,35.0,,8.0,79.193,79.078,73.333,36.319,87.0,95.0,123.0,99.0,,116.0,34.071,48.691,27.315,43.31,2024.0,Clemson,ACC,13.3,22.0,,,16.0,35.4,26.0,20.9,-1.1,2024.0,App State,Sun Belt,-8.1,100.0,,,67.0,27.2,110.0,33.6,-1.6
TCU,Long Island University,45.0,0.0,38.0,37.0,42.0,61.0,,38.0,67.255,69.28,58.063,52.483,,,,,,,,,,,2024.0,TCU,Big 12,10.8,25.0,,,19.0,34.6,38.0,22.8,-0.9,,,,,,,,,,,,
Adams State,Western New Mexico,30.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska Wesleyan,Dakota State University,25.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas-Pine Bluff,Little Rock,73.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Southern State,Pittsburg St,17.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska-Kearney,Northwest Missouri St,21.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern New Mexico,Sul Ross State,36.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monmouth (IL),Wartburg,24.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTENARY,Hendrix College,20.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abilene Christian,West Georgia,38.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Hays State,Missouri Western,30.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSU Pueblo,UT Permian Basin,40.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Oklahoma,Langston University,72.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern (MN),St. Olaf,21.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber State,Portland State,43.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana State,Maine,41.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTEP,Southern Utah,24.0,27.0,128.0,129.0,120.0,89.0,,125.0,18.38,12.952,39.066,39.932,,,,,,,,,,,2024.0,UTEP,Conference USA,-22.7,130.0,,,131.0,13.7,113.0,34.2,-2.1,,,,,,,,,,,,
Fresno State,Sacramento State,46.0,30.0,93.0,77.0,50.0,103.0,,68.0,48.16,39.377,59.765,37.79,,,,,,,,,,,2024.0,Fresno State,Mountain West,-3.8,85.0,,,85.0,25.1,77.0,27.6,-1.4,,,,,,,,,,,,
UC Davis,East Texas A&M,36.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,Boise State,37.0,34.0,1.0,6.0,3.0,34.0,,3.0,85.854,85.403,73.779,53.859,10.0,25.0,8.0,81.0,,14.0,75.687,78.889,64.483,42.529,2024.0,Oregon,Big Ten,26.0,3.0,,,2.0,40.8,14.0,16.3,1.5,2024.0,Boise State,Mountain West,10.1,29.0,,,17.0,35.3,50.0,24.2,-1.0
Pacific Lutheran,Simpson University (Ca),43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapman,Pacific (OR),43.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington State,Texas Tech,37.0,16.0,60.0,64.0,25.0,111.0,,55.0,55.471,65.831,46.227,40.813,37.0,40.0,33.0,69.0,,35.0,57.272,59.502,48.684,59.274,2024.0,Washington State,Pac-12,1.3,68.0,,,21.0,34.0,97.0,31.1,-1.5,2024.0,Texas Tech,Big 12,4.3,54.0,,,25.0,33.5,95.0,30.8,1.6
Arizona,Northern Arizona,22.0,10.0,88.0,81.0,116.0,50.0,,91.0,38.477,43.057,38.791,48.852,,,,,,,,,,,2024.0,Arizona,Big 12,-2.8,82.0,,,90.0,24.4,84.0,29.0,1.8,,,,,,,,,,,,
New Mexico State,Liberty,24.0,30.0,127.0,130.0,124.0,107.0,,125.0,14.39,18.985,20.899,44.223,77.0,97.0,78.0,134.0,12.0,124.0,35.985,45.362,33.328,44.461,2024.0,New Mexico State,Conference USA,-19.0,125.0,,,120.0,17.8,127.0,38.1,1.3,2024.0,Liberty,Conference USA,0.2,71.0,,,60.0,28.2,70.0,26.6,-1.5
Arizona State,Mississippi State,30.0,23.0,13.0,22.0,16.0,62.0,,16.0,78.233,79.692,66.688,47.348,105.0,67.0,128.0,2.0,,92.0,42.441,55.752,32.43,52.743,2024.0,Arizona State,Big 12,9.4,35.0,,,32.0,32.4,26.0,20.9,-2.1,2024.0,Mississippi State,SEC,-4.1,88.0,,,82.0,25.5,98.0,31.2,1.5
San Diego State,Oregon State,0.0,21.0,124.0,121.0,113.0,105.0,,121.0,21.634,18.434,30.611,67.635,104.0,96.0,95.0,85.0,,96.0,30.065,41.308,25.791,50.932,2024.0,San Diego State,Mountain West,-15.4,119.0,,,122.0,17.7,104.0,32.1,-0.9,2024.0,Oregon State,Pac-12,-6.7,97.0,,,73.0,26.1,107.0,32.7,0.0
USC,Utah State,48.0,0.0,45.0,18.0,60.0,31.0,,28.0,71.782,72.12,62.422,51.818,112.0,110.0,98.0,92.0,,102.0,26.445,42.504,21.003,45.961,2024.0,USC,Big Ten,11.9,23.0,,,15.0,35.6,48.0,24.0,0.3,2024.0,Utah State,Mountain West,-10.4,106.0,,,45.0,30.2,129.0,40.3,-0.3
Redlands,NEWBERG,3.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern Oklahoma State,Ouachita Baptist,2.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Alabama,Northwestern State,87.0,10.0,100.0,66.0,46.0,110.0,14.0,72.0,50.616,54.12,47.873,47.236,,,,,,,,,,,2024.0,South Alabama,Sun Belt,2.8,61.0,,,47.0,29.9,71.0,26.9,-0.2,,,,,,,,,,,,
Texas State,Arizona State,28.0,31.0,84.0,61.0,14.0,122.0,,57.0,54.407,61.077,48.418,40.097,13.0,22.0,16.0,62.0,,16.0,78.233,79.692,66.688,47.348,2024.0,Texas State,Sun Belt,5.4,48.0,,,20.0,34.2,82.0,28.4,-0.4,2024.0,Arizona State,Big 12,9.4,35.0,,,32.0,32.4,26.0,20.9,-2.1
West Virginia State,Carson-Newman College,25.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilkes,Rensselaer,25.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwich,St. Lawrence,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Connecticut State,American International,35.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiram College,Mount St. Joseph,7.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,UNLV,20.0,23.0,61.0,35.0,43.0,37.0,,23.0,66.926,75.105,52.224,46.186,36.0,42.0,18.0,88.0,,43.0,71.232,57.654,72.272,64.179,2024.0,Kansas,Big 12,4.9,50.0,,,32.0,32.4,68.0,26.5,-1.0,2024.0,UNLV,Mountain West,9.3,36.0,,,31.0,32.6,55.0,24.6,1.3
Worcester Polytechnic Institute,Biddeford,31.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass Maritime,Western Connecticut St,6.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pace,New Haven,17.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas State,Arizona,31.0,7.0,31.0,24.0,52.0,47.0,,33.0,70.634,61.856,71.635,49.804,88.0,81.0,116.0,50.0,,91.0,38.477,43.057,38.791,48.852,2024.0,Kansas State,Big 12,14.1,18.0,,,29.0,33.0,25.0,20.4,1.5,2024.0,Arizona,Big 12,-2.8,82.0,,,90.0,24.4,84.0,29.0,1.8
Illinois,Central Michigan,30.0,9.0,22.0,45.0,39.0,32.0,,41.0,63.81,64.672,52.931,65.881,120.0,123.0,118.0,125.0,,125.0,22.505,23.257,30.33,49.931,2024.0,Illinois,Big Ten,9.6,31.0,,,55.0,29.0,26.0,20.9,1.5,2024.0,Central Michigan,Mid-American,-15.8,120.0,,,122.0,17.7,115.0,34.3,0.9
Michigan Tech,Hillsdale,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State,UMass Dartmouth,7.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo State,Hilbert College,42.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortland,Lycoming,70.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Maria College,Coast Guard,45.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curry College,Hardin-Simmons,21.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowie State,Davenport,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Tech,North Texas,66.0,21.0,37.0,40.0,33.0,69.0,,35.0,57.272,59.502,48.684,59.274,91.0,100.0,88.0,109.0,,99.0,39.308,51.932,32.261,46.927,2024.0,Texas Tech,Big 12,4.3,54.0,,,25.0,33.5,95.0,30.8,1.6,2024.0,North Texas,American Athletic,-4.5,89.0,,,27.0,33.3,121.0,37.0,-0.8
West Chester,PennWest California,28.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nichols College,Maine Maritime,63.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shepherd,Slippery Rock,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern University,Widener,13.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muskingum University,Otterbein,24.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDU-Florham,Albright,35.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallaudet,Merchant Marine Academy,7.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kutztown University,Edinboro University,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greensboro College,Averett,20.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph-Macon,Hobart College,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worcester St,Plymouth State,27.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Arkansas State,28.0,18.0,29.0,30.0,67.0,7.0,,32.0,64.736,44.049,69.52,75.356,71.0,115.0,96.0,98.0,,103.0,27.049,38.921,22.972,53.085,2024.0,Michigan,Big Ten,10.6,26.0,,,93.0,24.1,10.0,15.1,1.7,2024.0,Arkansas State,Sun Belt,-9.9,104.0,,,87.0,24.6,119.0,35.2,0.7
Wisconsin,Alabama,10.0,42.0,59.0,49.0,77.0,25.0,,46.0,55.118,42.281,62.746,59.931,9.0,4.0,10.0,16.0,,6.0,85.057,77.281,79.955,59.628,2024.0,Wisconsin,Big Ten,3.0,60.0,,,100.0,23.0,22.0,19.8,-0.2,2024.0,Alabama,SEC,25.0,4.0,,,6.0,37.9,8.0,14.6,1.7
NC State,Louisiana Tech,30.0,20.0,66.0,65.0,91.0,51.0,,76.0,43.632,41.325,49.036,47.981,116.0,109.0,79.0,124.0,,109.0,33.559,17.782,57.468,56.881,2024.0,NC State,ACC,3.9,56.0,,,47.0,29.9,68.0,26.5,0.5,2024.0,Louisiana Tech,Conference USA,-11.6,110.0,,,128.0,15.9,64.0,26.3,-1.2
The Citadel,North Greenville,54.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Francis (PA),Central Connecticut,20.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulsa,Oklahoma State,10.0,45.0,129.0,133.0,131.0,132.0,,125.0,10.676,13.203,19.054,46.728,99.0,69.0,121.0,38.0,,88.0,45.41,60.308,33.797,50.114,2024.0,Tulsa,American Athletic,-20.6,128.0,,,105.0,21.2,129.0,40.3,-1.6,2024.0,Oklahoma State,Big 12,-2.6,81.0,,,53.0,29.4,102.0,31.7,-0.4
Long Island University,Lehigh,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Morris,Mercyhurst,55.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami (OH),Cincinnati,16.0,27.0,73.0,80.0,72.0,75.0,,90.0,46.329,38.021,53.012,55.962,67.0,56.0,74.0,46.0,,51.0,58.625,63.495,54.814,34.682,2024.0,Miami (OH),Mid-American,1.3,68.0,,,98.0,23.2,43.0,23.2,1.3,2024.0,Cincinnati,Big 12,-0.1,72.0,,,79.0,25.6,57.0,25.0,-0.7
Florida State,Memphis,12.0,20.0,106.0,85.0,126.0,11.0,,97.0,35.518,23.689,45.332,73.417,33.0,62.0,12.0,114.0,3.0,40.0,54.221,59.509,47.876,44.037,2024.0,Florida State,ACC,-3.2,83.0,,,114.0,20.1,58.0,25.3,2.0,2024.0,Memphis,American Athletic,9.6,31.0,,,12.0,36.7,80.0,28.2,1.0
South Carolina,LSU,33.0,36.0,11.0,14.0,15.0,15.0,,10.0,76.206,60.762,80.864,51.02,17.0,17.0,49.0,10.0,,20.0,71.849,75.763,61.497,39.011,2024.0,South Carolina,SEC,16.9,14.0,,,35.0,32.1,13.0,16.0,0.8,2024.0,LSU,SEC,15.9,15.0,,,11.0,36.8,33.0,21.7,0.8
Lafayette,Marist,56.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Boston College,27.0,21.0,19.0,20.0,51.0,28.0,,39.0,68.028,61.356,72.874,37.108,47.0,48.0,45.0,40.0,,45.0,61.35,56.657,64.403,40.228,2024.0,Missouri,SEC,14.0,19.0,,,23.0,33.7,20.0,18.7,-1.0,2024.0,Boston College,ACC,1.2,70.0,,,62.0,28.0,56.0,24.7,-2.1
Emory & Henry College,Bluefield State,40.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenoir-Rhyne,Tiffin,38.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Pierce,Assumption,7.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Heart,Georgetown,40.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia-Wisconsin,Calvin University,34.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina A&T,Delaware,13.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allegheny,Saint Vincent,20.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERSKINE,Elizabeth City State,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,Massachusetts,34.0,3.0,70.0,108.0,70.0,116.0,7.0,95.0,39.252,33.654,45.998,57.803,131.0,125.0,115.0,76.0,,120.0,21.134,44.861,17.921,18.122,2024.0,Buffalo,Mid-American,-4.0,87.0,,,84.0,25.4,93.0,30.2,0.8,2024.0,Massachusetts,Mid-American,-21.9,129.0,,,110.0,20.5,129.0,40.3,-2.1
Rowan,McDaniel College,30.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fordham,Stony Brook,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois State,Western Illinois,51.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivet College,Wooster,27.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnegie Mellon,Geneva,41.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presbyterian,Virginia University Of Lynchburg,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albion,Bluffton,56.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings College (PA),Misericordia,41.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western New England,Salve Regina,45.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity (CT),Colby College,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husson,Springfield,7.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwood (MI),Saginaw Valley State,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Memorial University,Clark Atlanta,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalamazoo,Kenyon,28.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westminster (PA),Waynesburg,23.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Anselm,Bentley,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca College,Endicott College,7.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorter,Webber International,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlebury,Wesleyan University (CT),7.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst,Bates,19.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catholic,Capital,38.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred University,Juniata College,64.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Framingham State,Castleton,13.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berry College,Depauw,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Valley,Reading,42.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Valley State,Kentucky State,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moravian,Utica,18.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson C Smith,Lincoln (PA),52.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kean,Ursinus,17.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
