home_team,away_team,home_points,away_points,home_fpi_strengthofrecord,home_fpi_fpi,home_fpi_averagewinprobability,home_fpi_strengthofschedule,home_fpi_remainingstrengthofschedule,home_fpi_gamecontrol,home_fpi_overall,home_fpi_offense,home_fpi_defense,home_fpi_specialteams,away_fpi_strengthofrecord,away_fpi_fpi,away_fpi_averagewinprobability,away_fpi_strengthofschedule,away_fpi_remainingstrengthofschedule,away_fpi_gamecontrol,away_fpi_overall,away_fpi_offense,away_fpi_defense,away_fpi_specialteams,home_sp_year,home_sp_team,home_sp_conference,home_sp_rating,home_sp_ranking,home_sp_secondorderwins,home_sp_sos,home_sp_offense_ranking,home_sp_offense_rating,home_sp_defense_ranking,home_sp_defense_rating,home_sp_specialteams_rating,away_sp_year,away_sp_team,away_sp_conference,away_sp_rating,away_sp_ranking,away_sp_secondorderwins,away_sp_sos,away_sp_offense_ranking,away_sp_offense_rating,away_sp_defense_ranking,away_sp_defense_rating,away_sp_specialteams_rating
Delaware,UAlbany,28.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas Tech,Ouachita Baptist,7.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Oklahoma,Pittsburg St,21.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingate,Catawba,24.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT Martin,Eastern Illinois,52.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Valley State University,Ferris State,7.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago,Cornell College (IA),33.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindenwood,Western Illinois,49.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truman State,McKendree,21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwestern Oklahoma State,Southeastern Oklahoma State,15.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg State,Castleton,26.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern Oklahoma State,Oklahoma Baptist,30.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ball State,Northern Illinois,25.0,23.0,123.0,126.0,109.0,87.0,,113.0,23.364,37.223,18.686,52.051,83.0,86.0,63.0,83.0,,87.0,46.732,34.378,64.438,43.51,2024.0,Ball State,Mid-American,-19.8,126.0,,,103.0,21.3,133.0,40.8,-0.3,2024.0,Northern Illinois,Mid-American,-3.5,84.0,,,115.0,20.0,32.0,21.6,-1.9
Baylor,Oklahoma State,38.0,28.0,35.0,33.0,35.0,63.0,,27.0,70.789,70.321,56.691,72.021,99.0,69.0,121.0,38.0,,88.0,45.41,60.308,33.797,50.114,2024.0,Baylor,Big 12,8.4,38.0,,,25.0,33.5,63.0,26.2,1.1,2024.0,Oklahoma State,Big 12,-2.6,81.0,,,53.0,29.4,102.0,31.7,-0.4
James Madison,Southern Miss,32.0,15.0,69.0,57.0,19.0,127.0,10.0,62.0,53.163,41.053,62.727,55.265,132.0,132.0,132.0,108.0,,125.0,11.99,12.972,20.399,54.495,2024.0,James Madison,Sun Belt,7.5,41.0,,,49.0,29.7,40.0,22.9,0.7,2024.0,Southern Miss,Sun Belt,-25.6,133.0,,,130.0,14.4,128.0,39.4,-0.6
Alabama,Missouri,34.0,0.0,9.0,4.0,10.0,16.0,,6.0,85.057,77.281,79.955,59.628,19.0,20.0,51.0,28.0,,39.0,68.028,61.356,72.874,37.108,2024.0,Alabama,SEC,25.0,4.0,,,6.0,37.9,8.0,14.6,1.7,2024.0,Missouri,SEC,14.0,19.0,,,23.0,33.7,20.0,18.7,-1.0
TCU,Texas Tech,35.0,34.0,38.0,37.0,42.0,61.0,,38.0,67.255,69.28,58.063,52.483,37.0,40.0,33.0,69.0,,35.0,57.272,59.502,48.684,59.274,2024.0,TCU,Big 12,10.8,25.0,,,19.0,34.6,38.0,22.8,-0.9,2024.0,Texas Tech,Big 12,4.3,54.0,,,25.0,33.5,95.0,30.8,1.6
UCF,BYU,24.0,37.0,89.0,43.0,101.0,45.0,,74.0,53.294,60.369,50.721,32.002,12.0,32.0,24.0,42.0,,19.0,74.278,67.062,70.631,58.08,2024.0,UCF,Big 12,2.8,61.0,,,55.0,29.0,61.0,25.8,-0.4,2024.0,BYU,Big 12,15.3,17.0,,,36.0,32.0,21.0,18.8,2.0
Massachusetts,Wagner,35.0,7.0,131.0,125.0,115.0,76.0,,120.0,21.134,44.861,17.921,18.122,,,,,,,,,,,2024.0,Massachusetts,Mid-American,-21.9,129.0,,,110.0,20.5,129.0,40.3,-2.1,,,,,,,,,,,,
Akron,Eastern Michigan,25.0,21.0,111.0,124.0,110.0,54.0,,111.0,25.51,29.574,28.571,53.83,114.0,119.0,93.0,128.0,,121.0,26.84,26.714,34.766,54.009,2024.0,Akron,Mid-American,-17.9,123.0,,,129.0,15.7,117.0,34.6,1.0,2024.0,Eastern Michigan,Mid-American,-13.3,114.0,,,110.0,20.5,115.0,34.3,0.5
Toledo,Bowling Green,26.0,41.0,92.0,91.0,41.0,131.0,,82.0,43.159,33.851,52.717,56.909,81.0,78.0,30.0,84.0,,63.0,48.952,45.874,55.957,41.324,2024.0,Toledo,Mid-American,-2.5,80.0,,,88.0,24.5,64.0,26.3,-0.7,2024.0,Bowling Green,Mid-American,-1.8,77.0,,,79.0,25.6,75.0,27.2,-0.2
Western Michigan,Kent State,52.0,21.0,103.0,111.0,87.0,77.0,5.0,104.0,37.661,53.267,24.968,62.263,134.0,134.0,134.0,49.0,,125.0,4.62,7.815,9.994,41.858,2024.0,Western Michigan,Mid-American,-10.2,105.0,,,86.0,24.7,120.0,36.0,1.1,2024.0,Kent State,Mid-American,-33.0,134.0,,,133.0,12.6,134.0,43.8,-1.9
Stanford,Wake Forest,24.0,27.0,95.0,90.0,119.0,17.0,,85.0,38.36,36.975,39.874,65.408,94.0,88.0,94.0,43.0,,73.0,42.092,45.681,42.723,46.202,2024.0,Stanford,ACC,-8.2,101.0,,,90.0,24.4,112.0,34.1,1.5,2024.0,Wake Forest,ACC,-5.7,93.0,,,77.0,25.8,103.0,31.8,0.3
Oregon,Illinois,38.0,9.0,1.0,6.0,3.0,34.0,,3.0,85.854,85.403,73.779,53.859,22.0,45.0,39.0,32.0,,41.0,63.81,64.672,52.931,65.881,2024.0,Oregon,Big Ten,26.0,3.0,,,2.0,40.8,14.0,16.3,1.5,2024.0,Illinois,Big Ten,9.6,31.0,,,55.0,29.0,26.0,20.9,1.5
UConn,Rice,17.0,10.0,74.0,79.0,69.0,126.0,,100.0,47.273,35.591,58.188,54.648,110.0,104.0,89.0,100.0,,94.0,34.128,27.275,53.023,34.236,2024.0,UConn,FBS Independents,1.5,67.0,,,70.0,26.9,60.0,25.7,0.3,2024.0,Rice,American Athletic,-11.4,109.0,,,110.0,20.5,94.0,30.4,-1.4
Stony Brook,William & Mary,35.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer,Western Carolina,44.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,New Hampshire,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina State,Delaware State,69.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,Northwestern,40.0,14.0,39.0,23.0,32.0,44.0,,36.0,70.238,48.063,74.759,71.573,85.0,87.0,107.0,36.0,,80.0,35.983,26.972,49.933,53.074,2024.0,Iowa,Big Ten,15.8,16.0,,,69.0,27.0,5.0,13.3,2.0,2024.0,Northwestern,Big Ten,-8.2,101.0,,,124.0,17.5,51.0,24.3,-1.4
Alabama A&M,Alabama State,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,Maryland,48.0,23.0,43.0,31.0,37.0,53.0,,31.0,68.599,55.808,75.809,45.723,82.0,71.0,111.0,18.0,,77.0,43.23,46.603,47.026,35.755,2024.0,Minnesota,Big Ten,10.4,27.0,,,79.0,25.6,11.0,15.4,0.2,2024.0,Maryland,Big Ten,-3.9,86.0,,,97.0,23.3,73.0,27.1,-0.1
Tulsa,UTSA,46.0,45.0,129.0,133.0,131.0,132.0,,125.0,10.676,13.203,19.054,46.728,98.0,92.0,48.0,71.0,,70.0,40.078,38.259,46.39,49.382,2024.0,Tulsa,American Athletic,-20.6,128.0,,,105.0,21.2,129.0,40.3,-1.6,2024.0,UTSA,American Athletic,2.2,64.0,,,34.0,32.3,101.0,31.5,1.4
North Carolina Central,Morgan State,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Tarleton State,17.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hill,Clarion,31.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lewis,Colorado Mesa,0.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNC Pembroke,West Virginia State,62.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Connecticut St,Worcester St,61.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harding University,Southern Arkansas,49.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis & Clark College,Pacific Lutheran,28.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific (OR),Whitworth,32.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newberry,Wilson,41.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linfield College,Puget Sound,62.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willamette,NEWBERG,7.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattanooga,VMI,31.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholls,McNeese,24.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbell,North Carolina A&T,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,Oregon State,44.0,7.0,68.0,51.0,64.0,66.0,,60.0,57.687,45.477,64.264,58.117,104.0,96.0,95.0,85.0,,96.0,30.065,41.308,25.791,50.932,2024.0,California,ACC,4.0,55.0,,,65.0,27.4,40.0,22.9,-0.5,2024.0,Oregon State,Pac-12,-6.7,97.0,,,73.0,26.1,107.0,32.7,0.0
Western Oregon,Texas A&M-Kingsville,14.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Texas,24.0,27.0,40.0,39.0,75.0,8.0,,37.0,63.309,66.631,47.406,72.026,3.0,1.0,6.0,21.0,,1.0,88.25,73.85,92.32,35.538,2024.0,Vanderbilt,SEC,4.9,50.0,,,60.0,28.2,59.0,25.4,2.0,2024.0,Texas,SEC,24.1,7.0,,,13.0,36.6,2.0,10.8,-1.7
South Alabama,UL Monroe,46.0,17.0,100.0,66.0,46.0,110.0,14.0,72.0,50.616,54.12,47.873,47.236,96.0,113.0,104.0,56.0,,98.0,33.63,31.24,43.181,45.167,2024.0,South Alabama,Sun Belt,2.8,61.0,,,47.0,29.9,71.0,26.9,-0.2,2024.0,UL Monroe,Sun Belt,-16.7,122.0,,,126.0,16.9,106.0,32.5,-1.0
West Florida,Shorter,35.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Arkansas,North Alabama,24.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Lutheran,McMurry,28.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi College,ERSKINE,42.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Iowa,Missouri State,42.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado State,New Mexico,17.0,6.0,58.0,101.0,40.0,70.0,,69.0,43.334,34.559,49.403,65.152,109.0,106.0,106.0,118.0,,119.0,34.353,67.849,15.036,42.247,2024.0,Colorado State,Mountain West,-5.7,93.0,,,92.0,24.2,85.0,29.2,-0.8,2024.0,New Mexico,Mountain West,-14.8,116.0,,,64.0,27.6,132.0,40.5,-1.9
Allegheny,Waynesburg,41.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMass Dartmouth,Bridgewater State,49.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho State,Sacramento State,30.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Hills State,Chadron St,21.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown College,Northwestern (MN),10.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youngstown State,North Dakota,41.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluefield State,Virginia St,6.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia Wesleyan,Concord University,31.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami,Florida State,36.0,14.0,14.0,11.0,20.0,55.0,,21.0,77.097,87.084,52.889,41.286,106.0,85.0,126.0,11.0,,97.0,35.518,23.689,45.332,73.417,2024.0,Miami,ACC,21.6,10.0,,,1.0,44.2,51.0,24.3,1.8,2024.0,Florida State,ACC,-3.2,83.0,,,114.0,20.1,58.0,25.3,2.0
Florida A&M,Southern,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeastern State,Lincoln (CA),48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE Louisiana,Incarnate Word,31.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Southern,Grambling,24.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westminster (PA),Case Western Reserve,17.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico Highlands,Adams State,44.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston,Utah,17.0,14.0,79.0,82.0,117.0,41.0,,83.0,43.566,25.038,65.249,48.814,75.0,47.0,66.0,65.0,,52.0,60.487,30.282,79.81,59.786,2024.0,Houston,Big 12,-8.2,101.0,,,118.0,18.1,54.0,24.5,-1.8,2024.0,Utah,Big 12,7.7,40.0,,,96.0,23.6,16.0,17.2,1.3
Stephen F. Austin,Houston Christian,55.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,West Virginia,26.0,31.0,88.0,81.0,116.0,50.0,,91.0,38.477,43.057,38.791,48.852,56.0,63.0,76.0,52.0,2.0,56.0,52.984,64.597,35.526,62.429,2024.0,Arizona,Big 12,-2.8,82.0,,,90.0,24.4,84.0,29.0,1.8,2024.0,West Virginia,Big 12,2.1,65.0,,,46.0,30.1,87.0,29.7,1.8
Arkansas State,Troy,34.0,31.0,71.0,115.0,96.0,98.0,,103.0,27.049,38.921,22.972,53.085,113.0,99.0,105.0,106.0,,112.0,32.041,43.518,32.267,33.956,2024.0,Arkansas State,Sun Belt,-9.9,104.0,,,87.0,24.6,119.0,35.2,0.7,2024.0,Troy,Sun Belt,-6.6,96.0,,,93.0,24.1,90.0,30.1,-0.6
CENTENARY,Austin,41.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,Utah State,25.0,27.0,118.0,112.0,125.0,97.0,,125.0,27.085,22.043,41.722,50.851,112.0,110.0,98.0,92.0,,102.0,26.445,42.504,21.003,45.961,2024.0,Wyoming,Mountain West,-13.6,115.0,,,127.0,16.3,95.0,30.8,0.9,2024.0,Utah State,Mountain West,-10.4,106.0,,,45.0,30.2,129.0,40.3,-0.3
Angelo State,Sul Ross State,57.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,LSU,38.0,23.0,20.0,16.0,27.0,9.0,,13.0,76.763,68.737,71.579,64.836,17.0,17.0,49.0,10.0,,20.0,71.849,75.763,61.497,39.011,2024.0,Texas A&M,SEC,17.0,13.0,,,21.0,34.0,19.0,18.6,1.6,2024.0,LSU,SEC,15.9,15.0,,,11.0,36.8,33.0,21.7,0.8
South Dakota State,South Dakota,20.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Penn State,13.0,28.0,59.0,49.0,77.0,25.0,,46.0,55.118,42.281,62.746,59.931,5.0,9.0,23.0,29.0,,22.0,81.11,80.469,75.103,36.924,2024.0,Wisconsin,Big Ten,3.0,60.0,,,100.0,23.0,22.0,19.8,-0.2,2024.0,Penn State,Big Ten,24.6,5.0,,,9.0,37.5,4.0,13.1,0.2
Michigan,Michigan State,24.0,17.0,29.0,30.0,67.0,7.0,,32.0,64.736,44.049,69.52,75.356,64.0,84.0,90.0,24.0,,65.0,44.653,43.625,47.171,52.038,2024.0,Michigan,Big Ten,10.6,26.0,,,93.0,24.1,10.0,15.1,1.7,2024.0,Michigan State,Big Ten,-4.6,90.0,,,119.0,18.0,49.0,24.1,1.4
Kentucky,Auburn,10.0,24.0,62.0,50.0,92.0,3.0,,54.0,54.684,41.39,62.472,62.769,65.0,29.0,68.0,22.0,,47.0,63.424,56.985,65.452,46.626,2024.0,Kentucky,SEC,5.5,45.0,,,88.0,24.5,26.0,20.9,2.0,2024.0,Auburn,SEC,9.5,33.0,,,63.0,27.9,17.0,17.8,-0.6
Fresno State,San José State,33.0,10.0,93.0,77.0,50.0,103.0,,68.0,48.16,39.377,59.765,37.79,80.0,89.0,65.0,117.0,11.0,84.0,42.709,44.903,47.684,35.133,2024.0,Fresno State,Mountain West,-3.8,85.0,,,85.0,25.1,77.0,27.6,-1.4,2024.0,San José State,Mountain West,-5.5,92.0,,,73.0,26.1,90.0,30.1,-1.5
Kansas State,Kansas,29.0,27.0,31.0,24.0,52.0,47.0,,33.0,70.634,61.856,71.635,49.804,61.0,35.0,43.0,37.0,,23.0,66.926,75.105,52.224,46.186,2024.0,Kansas State,Big 12,14.1,18.0,,,29.0,33.0,25.0,20.4,1.5,2024.0,Kansas,Big 12,4.9,50.0,,,32.0,32.4,68.0,26.5,-1.0
Duke,SMU,27.0,28.0,28.0,55.0,57.0,67.0,,58.0,62.075,41.071,73.887,54.127,15.0,13.0,13.0,60.0,,12.0,78.712,70.552,75.601,56.033,2024.0,Duke,ACC,5.6,44.0,,,71.0,26.7,31.0,21.3,0.2,2024.0,SMU,ACC,17.5,12.0,,,5.0,38.2,30.0,21.1,0.4
West Texas A&M,UT Permian Basin,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,Eastern Washington,38.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Washington,Midwestern State,42.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomona Pitzer,La Verne,51.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Lutheran University,Chapman,18.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redlands,Claremont-Mudd-Scripps College,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Cincinnati,34.0,23.0,26.0,19.0,34.0,73.0,,29.0,74.938,72.644,69.84,45.06,67.0,56.0,74.0,46.0,,51.0,58.625,63.495,54.814,34.682,2024.0,Colorado,Big 12,8.1,39.0,,,27.0,33.3,45.0,23.5,-1.7,2024.0,Cincinnati,Big 12,-0.1,72.0,,,79.0,25.6,57.0,25.0,-0.7
San Diego State,Washington State,26.0,29.0,124.0,121.0,113.0,105.0,,121.0,21.634,18.434,30.611,67.635,60.0,64.0,25.0,111.0,,55.0,55.471,65.831,46.227,40.813,2024.0,San Diego State,Mountain West,-15.4,119.0,,,122.0,17.7,104.0,32.1,-0.9,2024.0,Washington State,Pac-12,1.3,68.0,,,21.0,34.0,97.0,31.1,-1.5
Hawai'i,Nevada,34.0,13.0,107.0,114.0,86.0,115.0,,107.0,32.71,35.004,37.024,49.876,121.0,103.0,108.0,79.0,,108.0,32.498,47.2,30.419,32.833,2024.0,Hawai'i,Mountain West,-10.9,107.0,,,108.0,20.9,89.0,30.0,-1.8,2024.0,Nevada,Mountain West,-15.2,117.0,,,106.0,21.0,113.0,34.2,-2.0
Florida International,New Mexico State,34.0,13.0,125.0,116.0,73.0,104.0,,105.0,31.486,26.115,42.649,52.169,127.0,130.0,124.0,107.0,,125.0,14.39,18.985,20.899,44.223,2024.0,Florida International,Conference USA,-12.1,112.0,,,110.0,20.5,99.0,31.3,-1.2,2024.0,New Mexico State,Conference USA,-19.0,125.0,,,120.0,17.8,127.0,38.1,1.3
Texas State,Louisiana,17.0,23.0,84.0,61.0,14.0,122.0,,57.0,54.407,61.077,48.418,40.097,48.0,68.0,28.0,119.0,,71.0,57.349,68.046,40.445,58.521,2024.0,Texas State,Sun Belt,5.4,48.0,,,20.0,34.2,82.0,28.4,-0.4,2024.0,Louisiana,Sun Belt,4.8,53.0,,,38.0,31.5,78.0,27.8,1.1
Sam Houston,Louisiana Tech,9.0,3.0,55.0,98.0,55.0,123.0,4.0,86.0,43.45,29.883,63.554,40.218,116.0,109.0,79.0,124.0,,109.0,33.559,17.782,57.468,56.881,2024.0,Sam Houston,Conference USA,-6.9,98.0,,,117.0,19.0,46.0,23.8,-2.1,2024.0,Louisiana Tech,Conference USA,-11.6,110.0,,,128.0,15.9,64.0,26.3,-1.2
Liberty,Jacksonville State,21.0,31.0,77.0,97.0,78.0,134.0,12.0,124.0,35.985,45.362,33.328,44.461,72.0,72.0,44.0,113.0,9.0,89.0,47.628,57.904,42.655,37.194,2024.0,Liberty,Conference USA,0.2,71.0,,,60.0,28.2,70.0,26.6,-1.5,2024.0,Jacksonville State,Conference USA,-1.0,73.0,,,57.0,28.8,81.0,28.3,-1.5
Western Kentucky,Kennesaw State,31.0,14.0,78.0,102.0,54.0,78.0,1.0,79.0,43.781,43.864,42.926,60.821,133.0,131.0,129.0,133.0,,125.0,14.524,11.533,24.069,67.074,2024.0,Western Kentucky,Conference USA,-2.2,78.0,,,101.0,22.1,62.0,26.1,1.8,2024.0,Kennesaw State,Conference USA,-25.1,132.0,,,134.0,10.2,118.0,35.1,-0.3
Clarion,Slippery Rock,22.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouachita Baptist,Southern Nazarene,17.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass Maritime,Westfield State,10.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte,Tulane,3.0,34.0,101.0,120.0,122.0,82.0,,118.0,27.766,32.18,25.782,68.735,49.0,27.0,17.0,93.0,,44.0,71.379,66.845,65.053,60.698,2024.0,Charlotte,American Athletic,-15.3,118.0,,,102.0,21.4,124.0,37.6,0.9,2024.0,Tulane,American Athletic,5.7,43.0,,,30.0,32.9,73.0,27.1,-0.1
South Carolina State,North Carolina Central,24.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harding University,Southeastern Oklahoma State,56.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American International,Assumption,27.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,Yale,13.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UConn,Georgia State,34.0,27.0,74.0,79.0,69.0,126.0,,100.0,47.273,35.591,58.188,54.648,115.0,107.0,114.0,101.0,,117.0,28.969,40.888,28.455,37.82,2024.0,UConn,FBS Independents,1.5,67.0,,,70.0,26.9,60.0,25.7,0.3,2024.0,Georgia State,Sun Belt,-17.9,123.0,,,106.0,21.0,123.0,37.4,-1.5
Florida Atlantic,South Florida,21.0,44.0,130.0,117.0,97.0,130.0,,123.0,23.757,26.337,35.512,31.548,86.0,83.0,99.0,59.0,13.0,106.0,43.944,38.512,48.325,59.807,2024.0,Florida Atlantic,American Athletic,-12.7,113.0,,,109.0,20.8,104.0,32.1,-1.5,2024.0,South Florida,American Athletic,-2.3,79.0,,,51.0,29.5,108.0,33.4,1.6
Boise State,San Diego State,56.0,24.0,10.0,25.0,8.0,81.0,,14.0,75.687,78.889,64.483,42.529,124.0,121.0,113.0,105.0,,121.0,21.634,18.434,30.611,67.635,2024.0,Boise State,Mountain West,10.1,29.0,,,17.0,35.3,50.0,24.2,-1.0,2024.0,San Diego State,Mountain West,-15.4,119.0,,,122.0,17.7,104.0,32.1,-0.9
Endicott College,Nichols College,50.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husson,Western New England,49.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairmont State,Concord University,34.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Rochester (NY),Buffalo State,21.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albright,Reading,22.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgewater State,Fitchburg State,17.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coast Guard,Worcester Polytechnic Institute,14.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiram College,Wooster,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia State,Frostburg State,38.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stevenson,FDU-Florham,19.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
